step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
56,CASH_IN,742.053366438554,C0000886,98355.27488777746,97613.2215213389,M0000886,9443.733479230621,10185.786845669176,0,0
726,CASH_OUT,20036.39867363566,C0000887,59305.74264039231,39269.34396675665,M0000887,26070.793135622793,46107.19180925845,0,0
526,TRANSFER,2308.236319851335,C0000888,29140.488689984544,26832.25237013321,M0000888,66727.01648905252,69035.25280890385,0,0
474,CASH_IN,4914.7954591616635,C0000889,42634.56613659942,37719.77067743775,M0000889,7292.34367674717,12207.139135908834,0,0
28,CASH_IN,3367.9862723873616,C0000890,25847.477943533493,22479.49167114613,M0000890,38232.44412447515,41600.43039686251,0,0
78,CASH_OUT,770.585030735584,C0000891,3180.42571195396,2409.840681218376,M0000891,51437.62306323526,52208.20809397085,0,0
216,TRANSFER,285.7288992182807,C0000892,84203.0032152054,83917.27431598712,M0000892,96315.18126056335,96600.91015978163,0,0
386,PAYMENT,4914.415671672884,C0000893,29247.8641707996,24333.448499126716,M0000893,84382.50021003479,89296.91588170768,0,0
365,CASH_IN,1418.5954794536879,C0000894,83841.07388550119,82422.4784060475,M0000894,91661.33327299425,93079.92875244793,0,0
666,PAYMENT,1396.2816751703651,C0000895,47855.70667139234,46459.42499622198,M0000895,82000.15414948275,83396.43582465312,0,0
526,TRANSFER,15730.007944359872,C0000896,18289.46369476272,2559.455750402847,M0000896,58911.457845582736,74641.46578994261,0,0
699,CASH_IN,3097.3772005977785,C0000897,80186.86932046586,77089.49211986808,M0000897,86078.68045320125,89176.05765379903,0,0
312,CASH_IN,149.33849220386665,C0000898,37711.14810557945,37561.80961337558,M0000898,56524.74509634985,56674.083588553716,0,0
7,PAYMENT,2076.385809869965,C0000899,70772.91878066205,68696.53297079208,M0000899,35774.79930418561,37851.185114055574,0,0
3,DEBIT,4391.261546517488,C0000900,83722.96690287325,79331.70535635576,M0000900,37234.20006191631,41625.4616084338,0,0
623,PAYMENT,1991.7083396791288,C0000901,96298.56563438536,94306.85729470623,M0000901,56546.17133166982,58537.87967134895,0,0
363,PAYMENT,136.0952712155127,C0000902,8581.453258624195,8445.357987408683,M0000902,80943.96227262133,81080.05754383684,0,0
508,DEBIT,2937.734857355042,C0000903,838.6481840437332,0.0,M0000903,13365.268821139942,16303.003678494984,0,0
274,TRANSFER,559.7236995855396,C0000904,54842.49815224475,54282.77445265921,M0000904,3926.521963143037,4486.2456627285765,0,0
506,TRANSFER,4826.8800216167565,C0000905,26424.096187500014,21597.216165883256,M0000905,78956.86261553774,83783.7426371545,0,0
739,CASH_IN,4832.490188996752,C0000906,46910.17897435763,42077.68878536088,M0000906,64759.20692238667,69591.69711138343,0,0
15,CASH_OUT,192.45242508546153,C0000907,7265.868715610746,7073.416290525285,M0000907,82131.03058537618,82323.48301046164,0,0
192,CASH_OUT,1717.1457306768264,C0000908,50158.90466733597,48441.75893665914,M0000908,97667.65269929508,99384.79842997191,0,0
631,CASH_IN,2669.5012328110997,C0000909,12485.56531781404,9816.064085002941,M0000909,25139.401142010065,27808.902374821166,0,0
485,CASH_OUT,3995.4737631659027,C0000910,83858.77581990512,79863.30205673921,M0000910,19429.197534748142,23424.671297914043,0,0
28,PAYMENT,1755.3351295028876,C0000911,75948.68026364567,74193.34513414279,M0000911,34097.85473993004,35853.18986943292,0,0
714,PAYMENT,1696.6070461668662,C0000912,7407.357821724214,5710.750775557348,M0000912,87796.22988735411,89492.83693352099,0,0
39,DEBIT,20377.169383603345,C0000913,83635.03547279342,63257.86608919007,M0000913,1396.3867954796983,21773.556179083043,0,0
273,DEBIT,213.82145884096443,C0000914,32495.84924246226,32282.027783621295,M0000914,1053.2258718031317,1267.047330644096,0,0
231,CASH_IN,22569.98552966361,C0000915,35285.974287733094,12715.988758069485,M0000915,21678.63869105342,44248.62422071703,0,0
86,CASH_IN,244.64856019049643,C0000916,17980.35742415616,17735.70886396566,M0000916,37591.6295733441,37836.27813353459,0,0
474,CASH_IN,1700.7850800129195,C0000917,83530.4121492478,81829.62706923488,M0000917,30234.60883150978,31935.3939115227,0,0
126,PAYMENT,3403.0391884763612,C0000918,40470.57638484248,37067.537196366124,M0000918,82491.78427748609,85894.82346596246,0,0
537,CASH_OUT,773.3277293237244,C0000919,4883.58706803137,4110.259338707646,M0000919,68972.2385646659,69745.56629398961,0,0
145,CASH_IN,724.2408611837396,C0000920,96624.96278261629,95900.72192143255,M0000920,83783.36819208784,84507.60905327159,0,0
525,CASH_IN,1480.6732301415486,C0000921,25588.72139608622,24108.048165944674,M0000921,38376.029455376636,39856.70268551818,0,0
212,PAYMENT,18154.408304931072,C0000922,93617.7277906472,75463.31948571613,M0000922,59581.02847300942,77735.43677794049,0,0
25,PAYMENT,2391.121503818617,C0000923,30123.83626467605,27732.714760857434,M0000923,51545.54491969106,53936.66642350968,0,0
580,PAYMENT,4173.494257817495,C0000924,83142.6594698114,78969.16521199391,M0000924,47472.65484434591,51646.14910216341,0,0
394,CASH_OUT,6091.903885350246,C0000925,66421.94924591908,60330.04536056884,M0000925,28810.320977117277,34902.22486246753,0,0
67,CASH_IN,6778.279457687641,C0000926,86128.34319895647,79350.06374126882,M0000926,70922.06304912825,77700.3425068159,0,0
233,TRANSFER,5824.417010912629,C0000927,97611.79867028973,91787.3816593771,M0000927,52402.96059738475,58227.37760829738,0,0
109,TRANSFER,2054.359943830501,C0000928,87148.36834566128,85094.00840183078,M0000928,7860.278108894425,9914.638052724926,0,0
146,CASH_IN,592.3854111328187,C0000929,40366.516150002055,39774.13073886924,M0000929,52.238433640017234,644.6238447728359,0,0
111,CASH_IN,1654.454533637196,C0000930,81450.34814951627,79795.89361587907,M0000930,2031.9048855225396,3686.359419159736,0,0
228,CASH_IN,1180.4805406881344,C0000931,71165.0810307093,69984.60049002117,M0000931,7595.003524768251,8775.484065456385,0,0
111,CASH_IN,732.5175820246253,C0000932,6160.367083165341,5427.849501140716,M0000932,37095.419113313365,37827.93669533799,0,0
470,CASH_OUT,124.0088429654019,C0000933,92976.00977376242,92852.00093079702,M0000933,30566.56871801583,30690.577560981234,0,0
34,TRANSFER,13722.988678471973,C0000934,46596.10916268312,32873.12048421115,M0000934,15664.237860901487,29387.22653937346,0,0
623,DEBIT,12693.713969997933,C0000935,13445.05656962559,751.3425996276583,M0000935,51544.93017802869,64238.64414802662,0,0
369,TRANSFER,258.66172025332446,C0000936,42537.8097198146,42279.147999561275,M0000936,97018.14133028954,97276.80305054286,0,0
595,TRANSFER,950.2642689161662,C0000937,60314.12451214775,59363.86024323158,M0000937,16069.663871089002,17019.92814000517,0,0
554,PAYMENT,751.2110561235039,C0000938,57294.612508390965,56543.40145226746,M0000938,25059.146419877186,25810.35747600069,0,0
425,CASH_IN,1651.0201556127204,C0000939,57479.36467863029,55828.34452301757,M0000939,46210.3022474034,47861.32240301612,0,0
613,CASH_IN,1141.2130879141098,C0000940,25583.928315173365,24442.715227259254,M0000940,64084.075287455285,65225.2883753694,0,0
518,CASH_IN,14580.313167879007,C0000941,63270.2449421189,48689.93177423989,M0000941,60024.99908656452,74605.31225444353,0,0
692,PAYMENT,439.6249886710666,C0000942,90741.48337776627,90301.8583890952,M0000942,52119.927941165835,52559.5529298369,0,0
282,CASH_OUT,1189.1977206114336,C0000943,38866.69465516007,37677.49693454864,M0000943,73726.82136224235,74916.01908285379,0,0
320,CASH_OUT,420.8405939522698,C0000944,63058.02826201098,62637.18766805871,M0000944,84594.55592771535,85015.39652166762,0,0
738,DEBIT,19657.39236928597,C0000945,24398.700700724617,4741.308331438646,M0000945,99896.69074171255,119554.08311099852,0,0
443,CASH_OUT,12530.457916884026,C0000946,4828.102018870184,0.0,M0000946,46551.054994863785,59081.51291174781,0,0
315,CASH_OUT,6305.037125003067,C0000947,58573.13639194052,52268.099266937454,M0000947,99495.66211264528,105800.69923764835,0,0
741,CASH_IN,2775.394507854632,C0000948,4754.980218522586,1979.5857106679541,M0000948,73049.94102778709,75825.33553564173,0,0
377,TRANSFER,1054.704879508403,C0000949,72358.45949204733,71303.75461253893,M0000949,65734.17511787504,66788.87999738344,0,0
289,CASH_OUT,1251.865446812409,C0000950,67035.26978017642,65783.404333364,M0000950,63968.30656663343,65220.17201344584,0,0
437,CASH_OUT,2926.309351404969,C0000951,36932.50189013154,34006.19253872657,M0000951,91074.42947612649,94000.73882753146,0,0
662,PAYMENT,7309.890792264346,C0000952,41129.01096479819,33819.12017253384,M0000952,94793.43060566306,102103.3213979274,0,0
277,DEBIT,1537.584074111141,C0000953,91776.09364772998,90238.50957361884,M0000953,17849.332795702987,19386.91686981413,0,0
710,PAYMENT,1861.0601991381686,C0000954,1313.3625523062742,0.0,M0000954,49342.38410652909,51203.44430566726,0,0
582,CASH_IN,4580.757350413524,C0000955,56330.338082299204,51749.58073188568,M0000955,94144.9850149653,98725.74236537883,0,0
503,TRANSFER,1357.2680936936858,C0000956,92336.11257344634,90978.84447975266,M0000956,38211.28309915905,39568.55119285274,0,0
624,DEBIT,4387.978444075229,C0000957,91398.72477695967,87010.74633288445,M0000957,23267.653567934267,27655.632012009497,0,0
516,PAYMENT,2448.0194741939713,C0000958,58465.576382469255,56017.556908275285,M0000958,10265.31783219956,12713.337306393532,0,0
350,CASH_OUT,174.86341480504996,C0000959,38122.9998909598,37948.13647615475,M0000959,59721.76035440051,59896.62376920556,0,0
446,CASH_OUT,2576.6896632824073,C0000960,9890.352633237399,7313.662969954991,M0000960,70027.28297323649,72603.9726365189,0,0
350,DEBIT,12599.060875847481,C0000961,17378.42038123505,4779.359505387569,M0000961,19554.798637722237,32153.859513569718,0,0
607,CASH_OUT,1734.4143524613778,C0000962,67967.33552036615,66232.92116790477,M0000962,67363.81131720869,69098.22566967006,0,0
664,PAYMENT,1949.182291659657,C0000963,1663.408380976783,0.0,M0000963,89961.9192183584,91911.10151001805,0,0
137,PAYMENT,341.0777687010345,C0000964,88348.55764079826,88007.47987209722,M0000964,24357.945429739426,24699.02319844046,0,0
243,CASH_OUT,4773.1759766326395,C0000965,58793.44701458835,54020.27103795571,M0000965,12199.989565168768,16973.165541801405,0,0
543,CASH_OUT,9460.408966184723,C0000966,4514.666226476416,0.0,M0000966,83542.39726798686,93002.80623417158,0,0
40,CASH_IN,2176.4490776409975,C0000967,23976.742019163255,21800.292941522257,M0000967,91644.64363862437,93821.09271626537,0,0
229,TRANSFER,1373.799999552212,C0000968,59420.091056765465,58046.29105721325,M0000968,21486.194244589362,22859.994244141573,0,0
548,DEBIT,15687.845063003468,C0000969,3560.126545981512,0.0,M0000969,72138.05492346642,87825.89998646989,0,0
223,PAYMENT,6833.882687401492,C0000970,77998.74019577623,71164.85750837474,M0000970,59091.946305237165,65925.82899263865,0,0
6,DEBIT,4186.976787023918,C0000971,91992.20668306031,87805.2298960364,M0000971,23919.64531317977,28106.62210020369,0,0
322,CASH_IN,1823.0399687062568,C0000972,96122.03933019373,94298.99936148747,M0000972,82365.76887810037,84188.80884680663,0,0
468,PAYMENT,1247.4249149613177,C0000973,73365.92469005252,72118.4997750912,M0000973,47043.741468213084,48291.1663831744,0,0
732,CASH_IN,6289.40087798385,C0000974,85682.54708395171,79393.14620596786,M0000974,70033.38744589355,76322.7883238774,0,0
75,CASH_IN,3688.5141945292075,C0000975,61070.74623297364,57382.23203844443,M0000975,30142.28300631393,33830.79720084314,0,0
4,CASH_OUT,3676.0978742189864,C0000976,45854.36645415745,42178.26857993846,M0000976,81578.16000711112,85254.25788133011,0,0
646,DEBIT,382.83861331002345,C0000977,71313.47533722072,70930.63672391069,M0000977,26428.59585775471,26811.434471064735,0,0
118,DEBIT,3589.1923525419184,C0000978,22418.0664262695,18828.87407372758,M0000978,36478.724325015166,40067.916677557085,0,0
606,CASH_OUT,8650.802193801403,C0000979,10978.432619555024,2327.6304257536212,M0000979,39146.91921387836,47797.72140767977,0,0
504,DEBIT,14668.416537294968,C0000980,76185.09761288986,61516.6810755949,M0000980,20642.6839115184,35311.10044881337,0,0
574,CASH_OUT,564.0655171086604,C0000981,95818.6792985869,95254.61378147824,M0000981,87436.94219022249,88001.00770733114,0,0
441,PAYMENT,4987.032303361611,C0000982,57747.93323280235,52760.900929440744,M0000982,11348.783995282907,16335.816298644519,0,0
194,CASH_IN,4200.669176339141,C0000983,48254.237099786034,44053.56792344689,M0000983,56312.9065384929,60513.57571483204,0,0
715,CASH_IN,11050.598913989461,C0000984,53440.42312721845,42389.82421322899,M0000984,81415.08492341351,92465.68383740298,0,0
392,DEBIT,6956.414519873073,C0000985,47846.41843848325,40890.00391861018,M0000985,58090.49428004092,65046.90879991399,0,0
26,TRANSFER,16799.58662014924,C0000986,44220.02811772382,27420.441497574582,M0000986,32689.649549567966,49489.2361697172,0,0
435,CASH_IN,16098.447977197902,C0000987,94703.56941462128,78605.12143742337,M0000987,78135.50602660596,94233.95400380387,0,0
173,CASH_OUT,1278.883159964013,C0000988,47976.319112824836,46697.435952860826,M0000988,49917.73888797323,51196.62204793724,0,0
300,TRANSFER,6461.3044689296,C0000989,8110.244101397857,1648.9396324682566,M0000989,16301.284966673724,22762.589435603324,0,0
645,TRANSFER,3780.6808221458064,C0000990,76551.66790702364,72770.98708487784,M0000990,31686.32748527678,35467.008307422584,0,0
326,CASH_IN,1207.823386112706,C0000991,39156.160340791466,37948.33695467876,M0000991,59193.98183855802,60401.80522467073,0,0
410,CASH_IN,1083.7519200034435,C0000992,71069.35457488836,69985.60265488492,M0000992,65877.6512797987,66961.40319980214,0,0
118,CASH_IN,422.8046794148129,C0000993,57956.93595744067,57534.13127802586,M0000993,54813.209066780866,55236.01374619568,0,0
724,CASH_OUT,7937.043642961968,C0000994,71318.00651558505,63380.96287262308,M0000994,27200.943561364864,35137.98720432683,0,0
225,TRANSFER,1961.545993823009,C0000995,6199.395703567956,4237.849709744947,M0000995,59375.26401801626,61336.810011839276,0,0
532,DEBIT,9723.463688520442,C0000996,3387.332266782306,0.0,M0000996,33245.15331941341,42968.61700793385,0,0
113,CASH_OUT,4686.491340704422,C0000997,37854.16248511412,33167.671144409695,M0000997,22492.107490297552,27178.598831001975,0,0
140,PAYMENT,5598.669255913797,C0000998,69316.61378219408,63717.944526280284,M0000998,94552.86589798267,100151.53515389648,0,0
559,CASH_IN,1724.2524289570688,C0000999,22368.25269059941,20644.00026164234,M0000999,31487.34031244239,33211.59274139946,0,0
1,TRANSFER,3055.9402848083505,C0001000,43340.07179625721,40284.13151144886,M0001000,33562.04547285496,36617.98575766331,0,0
90,CASH_OUT,2657.8428788510964,C0001001,98081.02639729745,95423.18351844636,M0001001,89677.64547639429,92335.48835524538,0,0
654,PAYMENT,1343.9003243616949,C0001002,21487.45545173455,20143.555127372856,M0001002,14269.2975439054,15613.197868267096,0,0
320,CASH_OUT,8934.222891385767,C0001003,84794.34617713637,75860.1232857506,M0001003,58459.48727631959,67393.71016770536,0,0
550,CASH_OUT,4865.423343454313,C0001004,82546.08848111966,77680.66513766535,M0001004,78371.06352908073,83236.48687253504,0,0
139,DEBIT,190.7527127068486,C0001005,89135.21852889884,88944.465816192,M0001005,27366.543638643936,27557.296351350786,0,0
511,DEBIT,8571.687654348201,C0001006,91514.17436287872,82942.48670853052,M0001006,84408.10609720583,92979.79375155404,0,0
259,CASH_OUT,560.4586869731106,C0001007,50732.01923981322,50171.56055284011,M0001007,76964.89790157904,77525.35658855215,0,0
673,PAYMENT,2585.02700937879,C0001008,68193.37831955757,65608.35131017878,M0001008,48609.40672667484,51194.43373605363,0,0
690,TRANSFER,4234.486888643192,C0001009,61889.091201569434,57654.60431292624,M0001009,11871.570476786153,16106.057365429346,0,0
10,TRANSFER,38.403333043223974,C0001010,30894.8540365557,30856.450703512473,M0001010,97010.71595266531,97049.11928570854,0,0
261,CASH_IN,5290.828541412898,C0001011,27978.758615470735,22687.930074057836,M0001011,62423.02240327905,67713.85094469195,0,0
650,CASH_IN,5389.681678280782,C0001012,34156.99695010913,28767.315271828353,M0001012,51709.84041924045,57099.52209752123,0,0
172,TRANSFER,5285.331748004891,C0001013,21845.773200769214,16560.441452764324,M0001013,88544.95851954249,93830.29026754737,0,0
13,CASH_OUT,892.4521533304196,C0001014,75738.35504927955,74845.90289594913,M0001014,42135.620965357586,43028.07311868801,0,0
168,CASH_OUT,1476.7726650542559,C0001015,96457.28684265158,94980.51417759732,M0001015,56364.13510583691,57840.907770891165,0,0
642,DEBIT,1420.9463604864561,C0001016,86777.17418380783,85356.22782332137,M0001016,85841.29884358133,87262.24520406779,0,0
596,DEBIT,16102.759040173125,C0001017,21794.040408838056,5691.2813686649315,M0001017,39297.21829680478,55399.9773369779,0,0
321,CASH_IN,349.5817775455067,C0001018,5191.547071217983,4841.965293672476,M0001018,77239.15800591509,77588.7397834606,0,0
319,TRANSFER,2799.7424087650297,C0001019,75709.3907072175,72909.64829845248,M0001019,25613.777289599104,28413.519698364133,0,0
613,CASH_OUT,10249.565381829892,C0001020,39021.38059086162,28771.815209031727,M0001020,70236.51021338582,80486.0755952157,0,0
329,TRANSFER,7336.784489579242,C0001021,82461.26161667149,75124.47712709225,M0001021,51043.48636308986,58380.270852669106,0,0
550,PAYMENT,8642.293324481107,C0001022,77923.57965864522,69281.28633416412,M0001022,16490.679618030903,25132.97294251201,0,0
419,TRANSFER,17930.45636238132,C0001023,62541.02519990077,44610.568837519444,M0001023,13600.746039624322,31531.20240200564,0,0
606,PAYMENT,2449.087671176763,C0001024,25533.933437939537,23084.845766762774,M0001024,45768.82070499623,48217.90837617299,0,0
95,DEBIT,1852.8210190168757,C0001025,10403.576783014702,8550.755763997826,M0001025,71084.71090254177,72937.53192155865,0,0
581,DEBIT,155.6966273264967,C0001026,25264.83260561352,25109.135978287024,M0001026,60329.598867837994,60485.29549516449,0,0
318,CASH_IN,812.7085416675947,C0001027,50975.96953454672,50163.26099287912,M0001027,85472.5029417387,86285.2114834063,0,0
236,TRANSFER,4127.849135131017,C0001028,97946.29756423821,93818.44842910719,M0001028,38966.164930533756,43094.01406566477,0,0
334,TRANSFER,857.86126099698,C0001029,6368.724020035866,5510.862759038886,M0001029,84364.21387072059,85222.07513171757,0,0
376,PAYMENT,6664.811036734449,C0001030,20007.20008159318,13342.38904485873,M0001030,3702.845541072175,10367.656577806623,0,0
459,DEBIT,189.7171916437676,C0001031,62727.94576924252,62538.228577598755,M0001031,36580.461652764476,36770.17884440824,0,0
137,PAYMENT,1502.0673575985363,C0001032,30436.43946670277,28934.372109104235,M0001032,7298.305860035081,8800.373217633618,0,0
588,DEBIT,5944.651287508315,C0001033,85850.42994398842,79905.7786564801,M0001033,91924.41705023359,97869.0683377419,0,0
547,PAYMENT,1475.2311016807002,C0001034,13941.698706559502,12466.467604878802,M0001034,47531.21767578079,49006.44877746149,0,0
513,DEBIT,6523.764763288261,C0001035,96315.75235839414,89791.98759510588,M0001035,31615.644504270913,38139.409267559175,0,0
296,PAYMENT,27439.980119636504,C0001036,91237.48915165268,63797.50903201618,M0001036,49248.77054370575,76688.75066334226,0,0
320,DEBIT,7974.814795632097,C0001037,88752.90560107213,80778.09080544004,M0001037,53284.607518675955,61259.42231430805,0,0
572,PAYMENT,2091.5015812201523,C0001038,17306.90417634161,15215.402595121457,M0001038,84623.24717886158,86714.74876008173,0,0
349,TRANSFER,11542.608430130353,C0001039,32949.61242526443,21407.003995134077,M0001039,54242.77362530713,65785.38205543748,0,0
229,CASH_IN,262.6794655642048,C0001040,80409.68422335274,80147.00475778854,M0001040,43138.14229982955,43400.82176539376,0,0
270,PAYMENT,6455.044988977681,C0001041,80780.80655599461,74325.76156701693,M0001041,96135.44473769281,102590.4897266705,0,0
291,CASH_IN,117.9930054549175,C0001042,70517.54152071323,70399.54851525831,M0001042,96855.81380699443,96973.80681244934,0,0
725,TRANSFER,959.1662211892626,C0001043,44805.088153375174,43845.92193218591,M0001043,3841.678369437351,4800.844590626613,0,0
165,TRANSFER,21944.547955253463,C0001044,31158.927067343713,9214.37911209025,M0001044,70684.57569455156,92629.12364980503,0,0
5,DEBIT,2238.353675894821,C0001045,96295.79361817271,94057.4399422779,M0001045,37175.80655504415,39414.16023093897,0,0
379,CASH_IN,8587.883033968625,C0001046,13926.2269888346,5338.343954865975,M0001046,67519.96698379338,76107.850017762,0,0
78,CASH_OUT,2358.71941573256,C0001047,4375.406096195611,2016.6866804630513,M0001047,63692.23940564291,66050.95882137548,0,0
410,DEBIT,9163.796485230307,C0001048,913.0519989861141,0.0,M0001048,33010.45133517704,42174.24782040734,0,0
574,CASH_IN,16825.228036570174,C0001049,77502.69096336885,60677.462926798675,M0001049,98665.87230207241,115491.10033864259,0,0
132,PAYMENT,2859.3955095813308,C0001050,5670.514596673948,2811.1190870926175,M0001050,35710.945369962064,38570.34087954339,0,0
601,PAYMENT,4097.512677195052,C0001051,53864.360447191204,49766.84776999615,M0001051,63198.1588597832,67295.67153697825,0,0
42,TRANSFER,4952.909815141937,C0001052,36729.24410673024,31776.334291588304,M0001052,81338.64057187765,86291.55038701958,0,0
89,CASH_OUT,13654.148641261421,C0001053,14690.789007220696,1036.6403659592743,M0001053,14546.498130951924,28200.646772213346,0,0
402,PAYMENT,1483.5743105991996,C0001054,74059.54868872032,72575.97437812111,M0001054,30056.839139169424,31540.413449768625,0,0
296,CASH_IN,4724.086011002728,C0001055,5500.683104393455,776.5970933907274,M0001055,19897.271857499643,24621.35786850237,0,0
295,CASH_IN,1963.1409863744736,C0001056,31839.383858545232,29876.24287217076,M0001056,78182.24247987951,80145.38346625399,0,0
616,PAYMENT,1222.6862421175833,C0001057,56219.12254200911,54996.436299891524,M0001057,80120.85419569313,81343.54043781072,0,0
526,CASH_IN,443.7207815970246,C0001058,40241.57233562522,39797.851554028195,M0001058,25594.386145318636,26038.10692691566,0,0
691,CASH_IN,4847.28236118502,C0001059,25914.819865920013,21067.537504734995,M0001059,413.01891384957213,5260.301275034592,0,0
637,TRANSFER,10688.97657117798,C0001060,92600.10047060468,81911.1238994267,M0001060,42335.04937469994,53024.02594587792,0,0
422,CASH_OUT,2164.6406065767833,C0001061,93097.03884986641,90932.39824328963,M0001061,68713.76140620292,70878.4020127797,0,0
23,TRANSFER,4022.277146981518,C0001062,41609.45396092264,37587.17681394112,M0001062,62250.21797825267,66272.49512523419,0,0
575,CASH_OUT,5137.980461538409,C0001063,39374.44167614199,34236.46121460358,M0001063,44569.9791095572,49707.959571095605,0,0
143,CASH_IN,2677.7281189910072,C0001064,30738.504748670093,28060.776629679087,M0001064,30194.163693745402,32871.89181273641,0,0
665,CASH_OUT,11683.184160739514,C0001065,85575.61929123604,73892.43513049652,M0001065,47438.734209283364,59121.918370022875,0,0
145,CASH_IN,2253.0066746835228,C0001066,56791.52859949044,54538.52192480692,M0001066,1510.2809539694006,3763.2876286529236,0,0
225,CASH_IN,667.7187925897207,C0001067,8952.221290245521,8284.5024976558,M0001067,7387.061945375229,8054.780737964949,0,0
503,TRANSFER,777.5434294694328,C0001068,85332.07031183675,84554.52688236733,M0001068,16267.67908730049,17045.22251676992,0,0
616,TRANSFER,11075.509801430062,C0001069,53488.62699570007,42413.11719427001,M0001069,62540.53570139048,73616.04550282055,0,0
104,DEBIT,22117.595456167826,C0001070,41559.180410590845,19441.58495442302,M0001070,21879.921108618404,43997.51656478623,0,0
39,PAYMENT,1704.977208537516,C0001071,33786.49436435579,32081.517155818277,M0001071,42337.891904055214,44042.86911259273,0,0
198,DEBIT,775.1045248025055,C0001072,9942.659031294488,9167.554506491982,M0001072,62141.0840834407,62916.1886082432,0,0
646,DEBIT,3290.949655290165,C0001073,95670.21564008694,92379.26598479677,M0001073,83057.680735426,86348.63039071616,0,0
579,CASH_OUT,6181.241558755807,C0001074,74124.35174723016,67943.11018847435,M0001074,54965.65204790627,61146.89360666207,0,0
391,CASH_IN,4738.944509196587,C0001075,13177.75630989807,8438.811800701482,M0001075,17712.650419770514,22451.5949289671,0,0
179,CASH_IN,15090.726096270693,C0001076,51126.881913483434,36036.15581721274,M0001076,95173.9524974993,110264.67859376999,0,0
554,CASH_IN,8512.644591357059,C0001077,55557.519778628695,47044.87518727164,M0001077,9001.514954688917,17514.159546045976,0,0
448,PAYMENT,10161.727489621448,C0001078,16788.875703075577,6627.148213454129,M0001078,36711.92910130254,46873.65659092399,0,0
500,CASH_OUT,3900.7981570133425,C0001079,42722.15288623039,38821.35472921705,M0001079,92132.39407039295,96033.1922274063,0,0
15,CASH_OUT,1982.0946917896583,C0001080,64574.611545400796,62592.51685361114,M0001080,60233.346381433126,62215.441073222784,0,0
623,CASH_IN,6048.881568455786,C0001081,28401.057181476008,22352.175613020223,M0001081,66265.22612248531,72314.1076909411,0,0
669,DEBIT,2890.6446164852073,C0001082,33160.895488994836,30270.25087250963,M0001082,30169.264450820334,33059.90906730554,0,0
289,PAYMENT,1696.6612968865024,C0001083,12202.847706500808,10506.186409614305,M0001083,7853.855535019138,9550.516831905641,0,0
478,DEBIT,825.9694947458427,C0001084,41324.064432575615,40498.094937829774,M0001084,36576.097752544,37402.067247289844,0,0
231,TRANSFER,3752.549100975824,C0001085,58385.72847082947,54633.17936985364,M0001085,40215.73568169544,43968.28478267127,0,0
420,CASH_OUT,4510.134321231693,C0001086,11652.554069931697,7142.419748700004,M0001086,27027.236156139432,31537.370477371125,0,0
157,CASH_OUT,4205.750282232001,C0001087,61478.43588350356,57272.68560127156,M0001087,21548.539053986126,25754.289336218128,0,0
550,DEBIT,619.593647245643,C0001088,39779.321475281235,39159.72782803559,M0001088,35550.870743082654,36170.4643903283,0,0
441,PAYMENT,4219.702906422754,C0001089,67818.22543908081,63598.522532658055,M0001089,63941.687676357884,68161.39058278064,0,0
97,CASH_OUT,922.1034329615284,C0001090,31483.6975516826,30561.59411872107,M0001090,94903.47471182907,95825.57814479059,0,0
411,DEBIT,5448.96891298171,C0001091,56849.92382916041,51400.9549161787,M0001091,70378.07367930416,75827.04259228587,0,0
289,PAYMENT,2805.1939704664387,C0001092,61280.28482598014,58475.0908555137,M0001092,77960.30849455755,80765.502465024,0,0
254,DEBIT,9445.381700846901,C0001093,69050.73991461447,59605.35821376757,M0001093,30606.69695350502,40052.07865435192,0,0
196,PAYMENT,7531.378313827285,C0001094,75693.89835372992,68162.52003990264,M0001094,10469.24827280492,18000.626586632206,0,0
598,CASH_IN,6443.698084210571,C0001095,13635.170989990796,7191.472905780225,M0001095,29151.354546914365,35595.052631124934,0,0
522,PAYMENT,6032.1641273964315,C0001096,96524.27422002774,90492.11009263131,M0001096,40265.421133949,46297.58526134543,0,0
517,TRANSFER,4110.451741489822,C0001097,84364.54156537619,80254.08982388637,M0001097,68988.13464770168,73098.5863891915,0,0
635,CASH_IN,315.3038071636267,C0001098,56231.878259861725,55916.5744526981,M0001098,93935.85670304245,94251.16051020607,0,0
118,DEBIT,5328.155343066928,C0001099,89035.8870778358,83707.73173476887,M0001099,80929.25143565469,86257.40677872162,0,0
159,CASH_IN,3145.439285756172,C0001100,38243.29679807493,35097.85751231876,M0001100,26640.028559011997,29785.46784476817,0,0
228,CASH_IN,3170.1923144919197,C0001101,3428.6551606133476,258.4628461214279,M0001101,82030.06813705854,85200.26045155045,0,0
216,DEBIT,2382.299695894891,C0001102,72703.13808679431,70320.83839089941,M0001102,41174.67752549079,43556.977221385685,0,0
696,DEBIT,13230.373508309927,C0001103,94334.414935536,81104.04142722607,M0001103,17543.881863409217,30774.255371719144,0,0
15,TRANSFER,1434.753479546982,C0001104,16185.466357530231,14750.71287798325,M0001104,46125.348856977755,47560.10233652474,0,0
157,DEBIT,1903.3341158220244,C0001105,64387.39470163355,62484.06058581153,M0001105,56322.05452527055,58225.38864109257,0,0
